Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,Staff2,Comstaff1,Comstaff2,TillCode,UNIKEY
35948,08/05/2025,Blowdry,LUSI01,BECKY,1,60,3,4.8,,100,0,,
35949,08/05/2025,Type 1 Haircut,RADA01,JJ,1,80,4,6.4,,100,0,,
35950,08/05/2025,Blowdry,GRIF01,JJ,1,70,3.5,5.6,,100,0,,
35951,08/05/2025,Type 2 Haircut,MACV01,BECKY,1,100,5,8,,100,0,,
35952,08/05/2025,Root Touch-up,JENP01,JOANNE,1,90,4.5,7.2,,100,0,,
35952,08/05/2025,Type 1 Haircut,JENP01,JJ,1,80,4,6.4,,100,0,,
35953,08/05/2025,Type 2 Haircut,STER02,BECKY,1,100,5,8,,100,0,,
35953,08/05/2025,Partial Head highlights,STER02,SARAH,1,130,6.5,10.4,,100,0,,
35954,08/05/2025,Type 1 Haircut,ROST01,JJ,1,80,4,6.4,,100,0,,
35955,08/05/2025,Type 1 Haircut,MUIK02,BECKY,1,65,3.25,5.2,,100,0,,
35959,08/05/2025,full head highlights,BREH01,JOANNE,1,190,9.5,15.2,,100,0,,
35959,08/05/2025,Type 1 Haircut,BREH01,JJ,1,80,4,6.4,,100,0,,
35960,08/05/2025,Type 2 Haircut,SEIM01,MAYUMI,1,90,4.5,7.2,,100,0,,
35961,08/05/2025,Olaplex,WELH01,SARAH,1,35,1.75,2.8,,100,0,,
35961,08/05/2025,Toner Add-on,WELH01,SARAH,1,50,2.5,4,,100,0,,
35961,08/05/2025,Blowdry,WELH01,BECKY,1,60,3,4.8,,100,0,,
35961,08/05/2025,Root Touch-up(Bleach/HighLift),WELH01,SARAH,1,100,5,8,,100,0,,
35962,08/05/2025,Olaplex,BRAN03,OLGA,1,35,1.75,2.8,,100,0,,
35962,08/05/2025,Root Touch-up,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
35962,08/05/2025,Type 2 Haircut,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
35963,08/05/2025,Type 1 Haircut,SKIM01,MAYUMI,1,55,2.75,4.4,,100,0,,
35963,08/05/2025,Consultation,SKIM01,HOUSE,1,-55,-2.75,-4.4,,100,0,,
35964,08/05/2025,Type 2 Haircut,UYUT01,JJ,1,125,6.25,10,,100,0,,
35965,08/05/2025,Blowdry,WANJ02,RYAN,1,40,2,3.2,,100,0,,
35966,08/05/2025,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
35968,08/06/2025,Type 1 Haircut,BERI01,JJ,1,80,4,6.4,,100,0,,
35968,08/06/2025,Wet Shine Gel Cream8 150g,BERI01,HOUSE,1,32,1.6,2.56,,0,0,,
35969,08/06/2025,Root Touch-up,ROGM01,SARAH,1,90,4.5,7.2,,100,0,,
35970,08/06/2025,Blowdry,GORS01,BECKY,1,60,3,4.8,,100,0,,
35971,08/06/2025,Type 1 Haircut,SCHJ01,JJ,1,70,3.5,5.6,,100,0,,
35971,08/06/2025,camo color,SCHJ01,JJ,1,50,2.5,4,,100,0,,
35972,08/06/2025,Blowdry,GOLG02,JJ,1,70,3.5,5.6,,100,0,,
35973,08/06/2025,Accent High Lights(under 15foi,NIKH01,SARAH,1,50,2.5,4,,100,0,,
35973,08/06/2025,Toner Add-on,NIKH01,SARAH,1,50,2.5,4,,100,0,,
35974,08/06/2025,Type 2 Haircut,SOHM01,BECKY,1,100,5,8,,100,0,,
35975,08/06/2025,Type 1 Haircut,LALR01,ASAMI,1,60,3,4.8,,100,0,,
35976,08/06/2025,camo color,STOA01,JJ,1,37.5,1.875,3,,100,0,,
35976,08/06/2025,Type 1 Haircut,STOA01,JJ,1,60,3,4.8,,100,0,,
35977,08/06/2025,Type 1 Haircut,SINT03,BECKY,1,65,3.25,5.2,,100,0,,
35978,08/06/2025,Type 1 Haircut,LOCG01,JJ,1,80,4,6.4,,100,0,,
35979,08/06/2025,Type 2 Haircut,NGS01,RYAN,1,65,3.25,5.2,,100,0,,
35980,08/06/2025,Type 2 Haircut,KOHS01,JJ,1,120,6,9.6,,100,0,,
35981,08/06/2025,Type 1 Haircut,OWED01,BECKY,1,65,3.25,5.2,,100,0,,
35982,08/06/2025,Toner/gloss Stand Alone,SHAA10,SARAH,1,85,4.25,6.8,,100,0,,
35984,08/06/2025,Metal Detox,SLUS02,OLGA,1,35,1.75,2.8,,100,0,,
35984,08/06/2025,Type 2 Haircut,SLUS02,JJ,1,125,6.25,10,,100,0,,
35984,08/06/2025,full head highlights,SLUS02,OLGA,1,170,8.5,13.6,,100,0,,
35984,08/06/2025,Toner Add-on,SLUS02,OLGA,1,50,2.5,4,,100,0,,
35985,08/06/2025,Consultation,MORB01,JJ,1,0,0,0,,100,0,,
35985,08/06/2025,MK replenishing Sh 300ml,MORB01,JJ,1,30.32,1.516,2.4256,,0,0,,
35985,08/06/2025,MK replenishing Con 300ml,MORB01,JJ,1,30.32,1.516,2.4256,,0,0,,
35986,08/06/2025,Root Touch-up,JOHP01,OLGA,1,90,4.5,7.2,,100,0,,
35987,08/06/2025,Type 2 Haircut,BOGA02,RYAN,1,65,3.25,5.2,,100,0,,
35988,08/06/2025,Color full color,SYEN01,OLGA,1,140,7,11.2,,100,0,,
35988,08/06/2025,Type 2 Haircut,SYEN01,ASAMI,1,90,4.5,7.2,,100,0,,
35989,08/06/2025,Type 2 Haircut,KONL01,OLGA,1,90,4.5,7.2,,100,0,,
35990,08/06/2025,Type 2 Haircut,MALK01,JJ,1,125,6.25,10,,100,0,,
35991,08/07/2025,Type 2 Haircut,ESKR01,JJ,1,125,6.25,10,,100,0,,
35991,08/07/2025,Moisture Replenishing Sh 200ml,ESKR01,JJ,1,36,1.8,2.88,,0,0,,
35992,08/07/2025,Type 1 Haircut,GILM01,JJ,1,80,4,6.4,,100,0,,
35993,08/07/2025,Type 2 Haircut,BYRL01,BECKY,1,100,5,8,,100,0,,
35994,08/07/2025,Type 2 Haircut,ASIM01,MAYUMI,1,90,4.5,7.2,,100,0,,
35995,08/07/2025,Type 1 Haircut,MAKM01,BECKY,1,65,3.25,5.2,,100,0,,
35995,08/07/2025,Consultation,MAKM01,HOUSE,1,-65,-3.25,-5.2,,100,0,,
35996,08/07/2025,Blowdry,RODG01,MAYUMI,1,55,2.75,4.4,,100,0,,
35996,08/07/2025,Root Touch-up,RODG01,JOANNE,1,90,4.5,7.2,,100,0,,
35997,08/07/2025,Consultation,GILM01,HOUSE,1,0,0,0,,100,0,,
35997,08/07/2025,Smooth treat Medium 200ml,GILM01,JJ,1,50.4,2.52,4.032,,0,0,,
35997,08/07/2025,SA dermo regulator sh500ml,GILM01,JJ,1,44,2.2,3.52,,0,0,,
35998,08/07/2025,Root Touch-up,COLG01,JOANNE,1,90,4.5,7.2,,100,0,,
35998,08/07/2025,Blowdry,COLG01,BECKY,1,60,3,4.8,,100,0,,
35999,08/07/2025,Type 2 Haircut,WEIA01,JJ,1,125,6.25,10,,100,0,,
36000,08/07/2025,Type 2 Haircut,MINA01,JJ,1,125,6.25,10,,100,0,,
36000,08/07/2025,Toner Add-on,MINA01,JOANNE,1,50,2.5,4,,100,0,,
36000,08/07/2025,Partial Head highlights,MINA01,JOANNE,1,150,7.5,12,,100,0,,
36001,08/07/2025,Root Touch-up,MCM02,MAYUMI,1,90,4.5,7.2,,100,0,,
36003,08/07/2025,Type 1 Haircut,TRAJ01,JJ,1,80,4,6.4,,100,0,,
36003,08/07/2025,camo color,TRAJ01,JJ,1,50,2.5,4,,100,0,,
36004,08/07/2025,Type 2 Haircut,SPIJ02,MAYUMI,1,90,4.5,7.2,,100,0,,
36005,08/07/2025,Type 1 Haircut,KITR01,JJ,1,80,4,6.4,,100,0,,
36006,08/07/2025,Type 2+ Haircut,LLAC01,BECKY,1,125,6.25,10,,100,0,,
36008,08/07/2025,Type 1 Haircut,OHAG01,JJ,1,80,4,6.4,,100,0,,
36008,08/07/2025,Matte Paste8 60g,OHAG01,HOUSE,1,32,1.6,2.56,,0,0,,
36009,08/07/2025,Additional colour,STEA04,JOANNE,1,25,1.25,2,,100,0,,
36009,08/07/2025,Partial Head highlights,STEA04,JOANNE,1,150,7.5,12,,100,0,,
36009,08/07/2025,Type 2 Haircut,STEA04,BECKY,1,100,5,8,,100,0,,
36011,08/07/2025,Type 2 Haircut,SACR01,BECKY,1,100,5,8,,100,0,,
36012,08/07/2025,Toner Add-on,NGUS01,JOANNE,1,50,2.5,4,,100,0,,
36012,08/07/2025,full head highlights,NGUS01,JOANNE,1,190,9.5,15.2,,100,0,,
36014,08/07/2025,Partial Head highlights,TORT01,MAYUMI,1,130,6.5,10.4,,100,0,,
36015,08/07/2025,Toner Add-on,SAUS01,SARAH,1,50,2.5,4,,100,0,,
36015,08/07/2025,Root Touch-up(Bleach/HighLift),SAUS01,SARAH,1,100,5,8,,100,0,,
36015,08/07/2025,Olaplex,SAUS01,SARAH,1,35,1.75,2.8,,100,0,,
36016,08/08/2025,Type 1 Haircut,SLEA01,JJ,1,70,3.5,5.6,,100,0,,
36017,08/08/2025,Blowdry,LEAJ01,BECKY,1,60,3,4.8,,100,0,,
36017,08/08/2025,Color full color,LEAJ01,JOANNE,1,140,7,11.2,,100,0,,
36018,08/08/2025,Type 2 Haircut,REZP01,JJ,1,125,6.25,10,,100,0,,
36018,08/08/2025,Repair Primer Fine 120g,REZP01,JJ,1,44.8,2.24,3.584,,0,0,,
36019,08/08/2025,Root Touch-up,BRAS02,JOANNE,1,90,4.5,7.2,,100,0,,
36020,08/08/2025,Type 1 Haircut,LEHJ01,JJ,1,70,3.5,5.6,,100,0,,
36021,08/08/2025,Type 2 Haircut,LAVL01,OLGA,1,90,4.5,7.2,,100,0,,
36022,08/08/2025,Type 2 Haircut,DANC01,BECKY,1,100,5,8,,100,0,,
36023,08/08/2025,Color full color,KENA03,MAYUMI,1,140,7,11.2,,100,0,,
